trial_id,session_id,angle_sequence_index,angle_nominal_deg,angle_wrapped_deg,closure_measurement,speaker,speaker_azimuth_deg,speaker_distance_m,repetition,attempt,sample_rate_hz,frames_in,ir_samples,window_start_sample,left_peak_sample_full,right_peak_sample_full,left_peak_sample_windowed,right_peak_sample_windowed,itd_ms,ild_db,reference_rms_dbfs,loopback_lag_samples,loopback_lag_ms,loopback_correlation,ear_l_rms_dbfs,ear_r_rms_dbfs,qc_passed_basic,qc_fail_reasons,ear_l_wav,ear_r_wav,stereo_wav,metadata_json
brir_theta_080_spk_B_rep02,exp02_campaign_20260718_001,8,80,80,False,B,30.0,1.0,2,1,48000,406144,24000,201,233,254,32,53,0.4375,1.5843446829397578,-24.32765429030375,8840,184.16666666666666,0.9898155361194722,-35.53249048732616,-37.872094590622304,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_080_spk_B_rep02_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_080_spk_B_rep02_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_080_spk_B_rep02_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_080_spk_B_rep02.json
brir_theta_090_spk_B_rep01,exp02_campaign_20260718_001,9,90,90,False,B,30.0,1.0,1,1,48000,406144,24000,202,234,257,32,55,0.4791666666666667,2.3623298679421723,-24.327613387817326,8846,184.29166666666666,0.9898153160357755,-35.613138423567754,-38.31246552911113,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_090_spk_B_rep01_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_090_spk_B_rep01_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_090_spk_B_rep01_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_090_spk_B_rep01.json
brir_theta_090_spk_A_rep01,exp02_campaign_20260718_001,9,90,90,False,A,-30.0,1.0,1,1,48000,406144,24000,220,252,277,32,57,0.5208333333333334,3.036001062293579,-24.32748369676557,8841,184.1875,0.9897360499527128,-36.83620174541513,-39.31311711528879,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_090_spk_A_rep01_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_090_spk_A_rep01_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_090_spk_A_rep01_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_090_spk_A_rep01.json
brir_theta_090_spk_B_rep02,exp02_campaign_20260718_001,9,90,90,False,B,30.0,1.0,2,1,48000,406144,24000,202,234,257,32,55,0.4791666666666667,2.346168004805449,-24.32735195182582,8840,184.16666666666666,0.9898152569768403,-35.612357041741305,-38.31591859984988,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_090_spk_B_rep02_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_090_spk_B_rep02_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_090_spk_B_rep02_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_090_spk_B_rep02.json
brir_theta_090_spk_A_rep02,exp02_campaign_20260718_001,9,90,90,False,A,-30.0,1.0,2,1,48000,406144,24000,219,251,277,32,58,0.5416666666666666,4.618153472307505,-24.32732725917124,8840,184.16666666666666,0.9898044355304783,-36.846709936256104,-39.309843841234326,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_090_spk_A_rep02_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_090_spk_A_rep02_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_090_spk_A_rep02_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_090_spk_A_rep02.json
brir_theta_100_spk_A_rep01,exp02_campaign_20260718_001,10,100,100,False,A,-30.0,1.0,1,1,48000,406144,24000,223,255,277,32,54,0.4583333333333333,2.986345578597607,-24.32725379187232,8846,184.29166666666666,0.9898154424138182,-37.05874225725512,-39.46829461397045,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_100_spk_A_rep01_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_100_spk_A_rep01_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_100_spk_A_rep01_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_100_spk_A_rep01.json
brir_theta_100_spk_B_rep01,exp02_campaign_20260718_001,10,100,100,False,B,30.0,1.0,1,1,48000,406144,24000,204,236,261,32,57,0.5208333333333334,4.108115524815972,-24.327263357032134,8847,184.3125,0.9897544361679506,-35.74477644896445,-38.704920858467474,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_100_spk_B_rep01_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_100_spk_B_rep01_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_100_spk_B_rep01_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_100_spk_B_rep01.json
brir_theta_100_spk_A_rep02,exp02_campaign_20260718_001,10,100,100,False,A,-30.0,1.0,2,1,48000,406144,24000,223,255,277,32,54,0.4583333333333333,2.814017277740696,-24.327227238067305,8840,184.16666666666666,0.9898153291358921,-37.054633401766075,-39.46983367746073,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_100_spk_A_rep02_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_100_spk_A_rep02_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_100_spk_A_rep02_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_100_spk_A_rep02.json
brir_theta_100_spk_B_rep02,exp02_campaign_20260718_001,10,100,100,False,B,30.0,1.0,2,1,48000,406144,24000,204,236,261,32,57,0.5208333333333334,4.309149069155119,-24.327170505259947,8840,184.16666666666666,0.9898112890014457,-35.750259595539134,-38.7062356076576,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_100_spk_B_rep02_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_100_spk_B_rep02_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_100_spk_B_rep02_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_100_spk_B_rep02.json
brir_theta_110_spk_B_rep01,exp02_campaign_20260718_001,11,110,110,False,B,30.0,1.0,1,1,48000,406144,24000,206,238,263,32,57,0.5208333333333334,5.401452998432134,-24.327134644041216,8846,184.29166666666666,0.9783666559119386,-35.873704084636046,-38.97981590806887,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_110_spk_B_rep01_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_110_spk_B_rep01_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_110_spk_B_rep01_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_110_spk_B_rep01.json
brir_theta_110_spk_A_rep01,exp02_campaign_20260718_001,11,110,110,False,A,-30.0,1.0,1,1,48000,406144,24000,226,258,275,32,49,0.3541666666666667,3.4941374927234605,-24.327052450108894,8845,184.27083333333334,0.9898152560890808,-37.26879831210357,-39.77127066372615,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_110_spk_A_rep01_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_110_spk_A_rep01_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_110_spk_A_rep01_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_110_spk_A_rep01.json
brir_theta_110_spk_B_rep02,exp02_campaign_20260718_001,11,110,110,False,B,30.0,1.0,2,1,48000,406144,24000,206,238,263,32,57,0.5208333333333334,3.953138180925407,-24.326946017589677,8840,184.16666666666666,0.9898151705732752,-35.871795509530585,-38.97919659053074,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_110_spk_B_rep02_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_110_spk_B_rep02_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_110_spk_B_rep02_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_110_spk_B_rep02.json
brir_theta_110_spk_A_rep02,exp02_campaign_20260718_001,11,110,110,False,A,-30.0,1.0,2,1,48000,406144,24000,226,258,275,32,49,0.3541666666666667,3.5554426567112216,-24.32687112350215,8846,184.29166666666666,0.9898153315235703,-37.259533949215275,-39.75622071969732,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_110_spk_A_rep02_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_110_spk_A_rep02_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_110_spk_A_rep02_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_110_spk_A_rep02.json
brir_theta_120_spk_A_rep01,exp02_campaign_20260718_001,12,120,120,False,A,-30.0,1.0,1,1,48000,406144,24000,229,261,274,32,45,0.2708333333333333,3.100336101639371,-24.326762599826207,8846,184.29166666666666,0.9898152916852878,-37.48685724790342,-39.923963352148704,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_120_spk_A_rep01_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_120_spk_A_rep01_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_120_spk_A_rep01_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_120_spk_A_rep01.json
brir_theta_120_spk_B_rep01,exp02_campaign_20260718_001,12,120,120,False,B,30.0,1.0,1,1,48000,406144,24000,209,241,267,32,58,0.5416666666666666,5.984692654619565,-24.326762925568133,8847,184.3125,0.989745769628345,-35.984194370295754,-39.15178088438985,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_120_spk_B_rep01_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_120_spk_B_rep01_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_120_spk_B_rep01_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_120_spk_B_rep01.json
brir_theta_120_spk_A_rep02,exp02_campaign_20260718_001,12,120,120,False,A,-30.0,1.0,2,1,48000,406144,24000,229,261,274,32,45,0.2708333333333333,2.9803600037099827,-24.32675029384417,8846,184.29166666666666,0.9898150503446438,-37.49644178168364,-39.924865330234255,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_120_spk_A_rep02_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_120_spk_A_rep02_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_120_spk_A_rep02_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_120_spk_A_rep02.json
brir_theta_120_spk_B_rep02,exp02_campaign_20260718_001,12,120,120,False,B,30.0,1.0,2,1,48000,406144,24000,209,241,267,32,58,0.5416666666666666,4.167358051345893,-24.326710250386718,8840,184.16666666666666,0.9898151579177985,-35.9825407827139,-39.155969515346825,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_120_spk_B_rep02_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_120_spk_B_rep02_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_120_spk_B_rep02_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_120_spk_B_rep02.json
brir_theta_130_spk_B_rep01,exp02_campaign_20260718_001,13,130,130,False,B,30.0,1.0,1,1,48000,406144,24000,211,243,270,32,59,0.5625,4.547791554991534,-24.32651653944541,8846,184.29166666666666,0.9898151780541348,-36.14417875854282,-39.21414674794543,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_130_spk_B_rep01_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_130_spk_B_rep01_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_130_spk_B_rep01_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_130_spk_B_rep01.json
brir_theta_130_spk_A_rep01,exp02_campaign_20260718_001,13,130,130,False,A,-30.0,1.0,1,1,48000,406144,24000,232,264,272,32,40,0.16666666666666666,2.4843630822423677,-24.3264835334052,8840,184.16666666666666,0.9898150932893851,-37.781354358787,-39.93707360931279,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_130_spk_A_rep01_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_130_spk_A_rep01_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_130_spk_A_rep01_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_130_spk_A_rep01.json
brir_theta_130_spk_B_rep02,exp02_campaign_20260718_001,13,130,130,False,B,30.0,1.0,2,1,48000,406144,24000,212,244,270,32,58,0.5416666666666666,4.5309873466729655,-24.326527716487902,8840,184.16666666666666,0.989815173763166,-36.14082493125857,-39.21968982917746,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_130_spk_B_rep02_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_130_spk_B_rep02_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_130_spk_B_rep02_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_130_spk_B_rep02.json
brir_theta_130_spk_A_rep02,exp02_campaign_20260718_001,13,130,130,False,A,-30.0,1.0,2,1,48000,406144,24000,232,264,272,32,40,0.16666666666666666,2.394382658770809,-24.32638390247158,8846,184.29166666666666,0.9898152259084727,-37.7875446653729,-39.92644962325378,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_130_spk_A_rep02_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_130_spk_A_rep02_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_130_spk_A_rep02_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_130_spk_A_rep02.json
brir_theta_140_spk_A_rep01,exp02_campaign_20260718_001,14,140,140,False,A,-30.0,1.0,1,1,48000,406144,24000,235,267,271,32,36,0.08333333333333333,2.4459879462164054,-24.326316460049636,8846,184.29166666666666,0.9897785073662131,-38.008732913255926,-39.76238238284809,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_140_spk_A_rep01_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_140_spk_A_rep01_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_140_spk_A_rep01_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_140_spk_A_rep01.json
brir_theta_140_spk_B_rep01,exp02_campaign_20260718_001,14,140,140,False,B,30.0,1.0,1,1,48000,406144,24000,215,247,273,32,58,0.5416666666666666,4.962986916412049,-24.3263232603641,8840,184.16666666666666,0.9898035177637149,-36.311035378798955,-39.13975843882647,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_140_spk_B_rep01_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_140_spk_B_rep01_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_140_spk_B_rep01_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_140_spk_B_rep01.json
brir_theta_140_spk_A_rep02,exp02_campaign_20260718_001,14,140,140,False,A,-30.0,1.0,2,1,48000,406144,24000,235,267,271,32,36,0.08333333333333333,1.942595064866083,-24.326319943543602,8846,184.29166666666666,0.9898149285287142,-37.997817977275126,-39.7572052023415,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_140_spk_A_rep02_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_140_spk_A_rep02_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_140_spk_A_rep02_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_140_spk_A_rep02.json
brir_theta_140_spk_B_rep02,exp02_campaign_20260718_001,14,140,140,False,B,30.0,1.0,2,1,48000,406144,24000,215,247,273,32,58,0.5416666666666666,4.460329927755403,-24.32624937185603,8840,184.16666666666666,0.9898149918441594,-36.31097139689499,-39.1390609371427,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_140_spk_B_rep02_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_140_spk_B_rep02_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_140_spk_B_rep02_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_140_spk_B_rep02.json
brir_theta_150_spk_B_rep01,exp02_campaign_20260718_001,15,150,150,False,B,30.0,1.0,1,1,48000,406144,24000,218,250,276,32,58,0.5416666666666666,4.175819879089794,-24.32613907872602,8846,184.29166666666666,0.9898149013585141,-36.53707959517271,-38.95845937719581,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_150_spk_B_rep01_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_150_spk_B_rep01_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_150_spk_B_rep01_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_150_spk_B_rep01.json
brir_theta_150_spk_A_rep01,exp02_campaign_20260718_001,15,150,150,False,A,-30.0,1.0,1,1,48000,406144,24000,237,269,269,32,32,0.0,0.7056013799417116,-24.325999130146524,8845,184.27083333333334,0.9898148490842265,-38.339368193305596,-39.42566779995642,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_150_spk_A_rep01_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_150_spk_A_rep01_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_150_spk_A_rep01_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_150_spk_A_rep01.json
brir_theta_150_spk_B_rep02,exp02_campaign_20260718_001,15,150,150,False,B,30.0,1.0,2,1,48000,406144,24000,218,250,276,32,58,0.5416666666666666,4.263368656030082,-24.32595312405372,8840,184.16666666666666,0.9898148730111956,-36.53969995093079,-38.94943740314044,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_150_spk_B_rep02_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_150_spk_B_rep02_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_150_spk_B_rep02_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_150_spk_B_rep02.json
brir_theta_150_spk_A_rep02,exp02_campaign_20260718_001,15,150,150,False,A,-30.0,1.0,2,1,48000,406144,24000,237,269,269,32,32,0.0,0.646056825602173,-24.325773164338457,8840,184.16666666666666,0.9898149645696559,-38.33748111400775,-39.42627136783445,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_150_spk_A_rep02_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_150_spk_A_rep02_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_150_spk_A_rep02_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_150_spk_A_rep02.json
brir_theta_160_spk_A_rep01,exp02_campaign_20260718_001,16,160,160,False,A,-30.0,1.0,1,1,48000,406144,24000,235,271,267,36,32,-0.08333333333333333,-1.4445961606563031,-24.32578874517583,8841,184.1875,0.989721206776232,-38.715796800163325,-39.14709550883538,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_160_spk_A_rep01_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_160_spk_A_rep01_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_160_spk_A_rep01_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_160_spk_A_rep01.json
brir_theta_160_spk_B_rep01,exp02_campaign_20260718_001,16,160,160,False,B,30.0,1.0,1,1,48000,406144,24000,222,254,277,32,55,0.4791666666666667,3.810234940458237,-24.325760116521373,8846,184.29166666666666,0.989814987332326,-36.77049504504064,-38.94875232360295,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_160_spk_B_rep01_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_160_spk_B_rep01_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_160_spk_B_rep01_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_160_spk_B_rep01.json
brir_theta_160_spk_A_rep02,exp02_campaign_20260718_001,16,160,160,False,A,-30.0,1.0,2,1,48000,406144,24000,235,271,267,36,32,-0.08333333333333333,-0.7446003804956831,-24.325731386595898,8846,184.29166666666666,0.9898146993462845,-38.720576312184534,-39.14768534467675,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_160_spk_A_rep02_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_160_spk_A_rep02_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_160_spk_A_rep02_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_160_spk_A_rep02.json
brir_theta_160_spk_B_rep02,exp02_campaign_20260718_001,16,160,160,False,B,30.0,1.0,2,1,48000,406144,24000,222,254,277,32,55,0.4791666666666667,4.3458892668113975,-24.325840269434067,8841,184.1875,0.9897148747778913,-36.77004155791454,-38.95227646801386,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_160_spk_B_rep02_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_160_spk_B_rep02_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_160_spk_B_rep02_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_160_spk_B_rep02.json
brir_theta_170_spk_B_rep01,exp02_campaign_20260718_001,17,170,170,False,B,30.0,1.0,1,1,48000,406144,24000,225,257,275,32,50,0.375,5.049157933572118,-24.325675943712767,8847,184.3125,0.9796849152763502,-37.04762754069857,-39.2116789299019,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_170_spk_B_rep01_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_170_spk_B_rep01_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_170_spk_B_rep01_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_170_spk_B_rep01.json
brir_theta_170_spk_A_rep01,exp02_campaign_20260718_001,17,170,170,False,A,-30.0,1.0,1,1,48000,406144,24000,232,273,264,41,32,-0.1875,-1.1533480334915254,-24.325596740815417,8840,184.16666666666666,0.9898146663005333,-38.959924503157815,-38.92085606852338,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_170_spk_A_rep01_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_170_spk_A_rep01_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_170_spk_A_rep01_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_170_spk_A_rep01.json
brir_theta_170_spk_B_rep02,exp02_campaign_20260718_001,17,170,170,False,B,30.0,1.0,2,1,48000,406144,24000,225,257,275,32,50,0.375,4.565481658789977,-24.325613001591332,8840,184.16666666666666,0.9898147919374327,-37.044393292497084,-39.21706749433079,False,low_reference_correlation,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_170_spk_B_rep02_ear_L.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_170_spk_B_rep02_ear_R.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/irs/brir_theta_170_spk_B_rep02_stereo.wav,experiments/exp02_brir_measurement/processed/exp02_campaign_20260718_001/metadata/brir_theta_170_spk_B_rep02.json
